pair_id,pair_index_within_group,subject_id,gesture,distance,capture_id,rgb_video_path,nir_video_path,rgb_num_frames,nir_num_frames,rgb_fps,nir_fps,duration_rgb,duration_nir,fps_diff,frame_diff,duration_diff,is_valid_pair,rgb_width,rgb_height,nir_width,nir_height,rgb_filename,nir_filename,rgb_serial_no,nir_serial_no
PAIR_00022,22,4F_S022,doctor,4_feet,22,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/doctor/video_20260304_003212.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260304003519325.mp4,164,136,30.201836664538625,25.03681885125184,5.430133333333333,5.432,5.165017813286784,28,0.0018666666666673,True,1080,1920,720,960,video_20260304_003212.mp4,20260304003519325.mp4,20260304003212,20260304003519325
PAIR_00024,24,4F_S024,doctor,4_feet,24,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/doctor/video_20260304_004221.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260304004416693.mp4,161,130,30.019329216120525,25.014431402732345,5.363211111111111,5.197,5.00489781338818,31,0.1662111111111111,True,1080,1920,720,960,video_20260304_004221.mp4,20260304004416693.mp4,20260304004221,20260304004416693
PAIR_00025,25,4F_S025,doctor,4_feet,25,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/doctor/video_20260304_004747.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260304004949219.mp4,163,123,30.019337610116946,25.0,5.429833333333334,4.92,5.019337610116946,40,0.5098333333333338,True,1080,1920,720,960,video_20260304_004747.mp4,20260304004949219.mp4,20260304004747,20260304004949219
PAIR_00026,26,4F_S026,doctor,4_feet,26,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/doctor/video_20260304_005227.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260304005441700.mp4,177,134,30.18829308227589,24.930232558139537,5.8632,5.375,5.258060524136354,43,0.4881999999999999,True,1080,1920,720,960,video_20260304_005227.mp4,20260304005441700.mp4,20260304005227,20260304005441700
PAIR_00027,27,4F_S027,doctor,4_feet,27,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/doctor/video_20260304_010025.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260304010154923.mp4,161,133,29.963584629032624,24.99530163503101,5.3731888888888895,5.321,4.968282994001616,28,0.0521888888888897,True,1080,1920,720,960,video_20260304_010025.mp4,20260304010154923.mp4,20260304010025,20260304010154923
PAIR_00028,28,4F_S028,doctor,4_feet,28,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/doctor/video_20260305_233938.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260305234116851.mp4,164,126,30.201836664538625,25.03974562798092,5.430133333333333,5.032,5.162091036557705,38,0.398133333333333,True,1080,1920,720,960,video_20260305_233938.mp4,20260305234116851.mp4,20260305233938,20260305234116851
PAIR_00029,29,4F_S029,doctor,4_feet,29,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/doctor/video_20260305_234525.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260305234654761.mp4,160,140,30.206410471555632,25.017869907076484,5.296888888888889,5.596,5.188540564479148,20,0.2991111111111113,True,1080,1920,720,960,video_20260305_234525.mp4,20260305234654761.mp4,20260305234525,20260305234654761
PAIR_00030,30,4F_S030,doctor,4_feet,30,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/doctor/video_20260305_235157.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260305235325420.mp4,160,151,30.206410471555632,24.94218698381236,5.296888888888889,6.054,5.264223487743276,9,0.7571111111111115,True,1080,1920,720,960,video_20260305_235157.mp4,20260305235325420.mp4,20260305235157,20260305235325420
PAIR_00032,32,4F_S032,doctor,4_feet,32,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/doctor/video_20260306_000213.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260306000042805.mp4,166,132,30.199571869523297,25.02369668246445,5.496766666666667,5.275,5.175875187058843,34,0.2217666666666664,True,1080,1920,720,960,video_20260306_000213.mp4,20260306000042805.mp4,20260306000213,20260306000042805
PAIR_00033,33,4F_S033,doctor,4_feet,33,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/doctor/video_20260306_000744.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260306000941213.mp4,168,136,30.19742163549396,24.94039977993765,5.563388888888889,5.452999999999999,5.257021855556303,32,0.1103888888888899,True,1080,1920,720,960,video_20260306_000744.mp4,20260306000941213.mp4,20260306000744,20260306000941213
PAIR_00034,34,4F_S034,doctor,4_feet,34,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/doctor/video_20260306_002109.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260306002233707.mp4,186,137,30.019259668389395,25.022831050228312,6.196022222222222,5.475,4.996428618161083,49,0.7210222222222225,True,1080,1920,720,960,video_20260306_002109.mp4,20260306002233707.mp4,20260306002109,20260306002233707
PAIR_00035,1,4F_S001,emergency,4_feet,1,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260303_154804.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303154803921.mp4,167,145,30.01929383755628,25.051831375259155,5.563088888888889,5.788,4.967462462297117,22,0.224911111111111,True,1080,1920,720,960,video_20260303_154804.mp4,20260303154803921.mp4,20260303154804,20260303154803921
PAIR_00036,2,4F_S002,emergency,4_feet,2,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260303_155314.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303155314602.mp4,192,137,30.01923106990416,25.022831050228312,6.3959,5.475,4.996400019675846,55,0.9209000000000004,True,1080,1920,720,960,video_20260303_155314.mp4,20260303155314602.mp4,20260303155314,20260303155314602
PAIR_00037,3,4F_S003,emergency,4_feet,3,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260303_160356.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303160356439.mp4,162,132,30.204095161544263,24.99053388867853,5.363511111111111,5.282,5.213561272865732,30,0.0815111111111113,True,1080,1920,720,960,video_20260303_160356.mp4,20260303160356439.mp4,20260303160356,20260303160356439
PAIR_00038,4,4F_S004,emergency,4_feet,4,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260303_161209.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303161209729.mp4,168,120,30.19742163549396,25.036511579386605,5.563388888888889,4.793,5.160910056107348,48,0.7703888888888892,True,1080,1920,720,960,video_20260303_161209.mp4,20260303161209729.mp4,20260303161209,20260303161209729
PAIR_00039,5,4F_S005,emergency,4_feet,5,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260303_161440.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303161440828.mp4,186,141,30.019259668389395,25.00886839304718,6.196022222222222,5.638,5.010391275342215,45,0.5580222222222222,True,1080,1920,720,960,video_20260303_161440.mp4,20260303161440828.mp4,20260303161440,20260303161440828
PAIR_00040,6,4F_S006,emergency,4_feet,6,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260303_161749.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303161749120.mp4,167,120,30.01929383755628,25.052192066805844,5.563088888888889,4.79,4.967101770750428,47,0.7730888888888892,True,1080,1920,720,960,video_20260303_161749.mp4,20260303161749120.mp4,20260303161749,20260303161749120
PAIR_00042,8,4F_S008,emergency,4_feet,8,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260303_163109.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303163109768.mp4,165,127,30.019224432616443,25.069088037899725,5.496477777777778,5.066,4.950136394716719,38,0.4304777777777779,True,1080,1920,720,960,video_20260303_163109.mp4,20260303163109768.mp4,20260303163109,20260303163109768
PAIR_00044,10,4F_S010,emergency,4_feet,10,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260303_164018.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303164018073.mp4,169,128,30.0193023522028,25.01465702560094,5.629711111111111,5.117,5.004645326601857,41,0.5127111111111109,True,1080,1920,720,960,video_20260303_164018.mp4,20260303164018073.mp4,20260303164018,20260303164018073
PAIR_00045,11,4F_S011,emergency,4_feet,11,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260303_164431.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303164431521.mp4,162,119,30.204095161544263,25.010508617065994,5.363511111111111,4.758,5.1935865444782685,43,0.6055111111111113,True,1080,1920,720,960,video_20260303_164431.mp4,20260303164431521.mp4,20260303164431,20260303164431521
PAIR_00050,16,4F_S016,emergency,4_feet,16,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260303_235254.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303235305215.mp4,163,122,30.019337610116946,25.03077554370127,5.429833333333334,4.8740000000000006,4.988562066415675,41,0.5558333333333332,True,1080,1920,720,960,video_20260303_235254.mp4,20260303235305215.mp4,20260303235254,20260303235305215
PAIR_00052,18,4F_S018,emergency,4_feet,18,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260304_000702.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304000823471.mp4,161,142,30.019329216120525,25.01321120310023,5.363211111111111,5.677,5.006118013020295,19,0.3137888888888884,True,1080,1920,720,960,video_20260304_000702.mp4,20260304000823471.mp4,20260304000702,20260304000823471
PAIR_00053,19,4F_S019,emergency,4_feet,19,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260304_001544.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304001715643.mp4,168,112,30.19742163549396,25.022341376228777,5.563388888888889,4.476,5.175080259265176,56,1.0873888888888894,True,1080,1920,720,960,video_20260304_001544.mp4,20260304001715643.mp4,20260304001544,20260304001715643
PAIR_00055,21,4F_S021,emergency,4_feet,21,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260304_002822.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304003032993.mp4,139,136,30.01749220768937,25.0276039749724,4.630633333333334,5.434,4.989888232716975,3,0.8033666666666663,True,1080,1920,720,960,video_20260304_002822.mp4,20260304003032993.mp4,20260304002822,20260304003032993
PAIR_00056,22,4F_S022,emergency,4_feet,22,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260304_003237.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304003542679.mp4,167,139,30.01929383755628,24.92826398852224,5.563088888888889,5.576,5.091029849034033,28,0.0129111111111104,True,1080,1920,720,960,video_20260304_003237.mp4,20260304003542679.mp4,20260304003237,20260304003542679
PAIR_00058,24,4F_S024,emergency,4_feet,24,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260304_004245.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304004440022.mp4,164,133,30.201836664538625,25.03765060240964,5.430133333333333,5.312,5.164186062128987,31,0.1181333333333327,True,1080,1920,720,960,video_20260304_004245.mp4,20260304004440022.mp4,20260304004245,20260304004440022
PAIR_00059,25,4F_S025,emergency,4_feet,25,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260304_004833.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304005007434.mp4,162,141,30.204095161544263,25.00886839304718,5.363511111111111,5.638,5.195226768497083,21,0.2744888888888885,True,1080,1920,720,960,video_20260304_004833.mp4,20260304005007434.mp4,20260304004833,20260304005007434
PAIR_00060,26,4F_S026,emergency,4_feet,26,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260304_005257.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304005501059.mp4,170,134,30.195322290660567,24.939512376698307,5.630011111111111,5.373,5.25580991396226,36,0.2570111111111108,True,1080,1920,720,960,video_20260304_005257.mp4,20260304005501059.mp4,20260304005257,20260304005501059
PAIR_00061,27,4F_S027,emergency,4_feet,27,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260304_010051.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304010215347.mp4,159,135,29.96287618485273,25.0,5.306566666666667,5.4,4.962876184852728,24,0.0934333333333334,True,1080,1920,720,960,video_20260304_010051.mp4,20260304010215347.mp4,20260304010051,20260304010215347
PAIR_00062,28,4F_S028,emergency,4_feet,28,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260305_234006.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260305234137222.mp4,159,136,30.01932061095925,24.995405256386693,5.296588888888889,5.441,5.023915354572562,23,0.1444111111111112,True,1080,1920,720,960,video_20260305_234006.mp4,20260305234137222.mp4,20260305234006,20260305234137222
PAIR_00063,29,4F_S029,emergency,4_feet,29,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260305_234547.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260305234714107.mp4,164,125,30.201836664538625,25.03504906869617,5.430133333333333,4.993,5.16678759584245,39,0.4371333333333327,True,1080,1920,720,960,video_20260305_234547.mp4,20260305234714107.mp4,20260305234547,20260305234714107
PAIR_00064,30,4F_S030,emergency,4_feet,30,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260305_235224.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260305235344344.mp4,169,104,30.0193023522028,19.012797074954296,5.629711111111111,5.47,11.0065052772485,65,0.1597111111111111,True,1080,1920,720,960,video_20260305_235224.mp4,20260305235344344.mp4,20260305235224,20260305235344344
PAIR_00066,32,4F_S032,emergency,4_feet,32,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260306_000231.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260306000106411.mp4,163,140,30.019337610116946,25.01340003573343,5.429833333333334,5.597,5.005937574383516,23,0.1671666666666658,True,1080,1920,720,960,video_20260306_000231.mp4,20260306000106411.mp4,20260306000231,20260306000106411
PAIR_00067,33,4F_S033,emergency,4_feet,33,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260306_000804.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260306001127155.mp4,171,138,30.01931066768097,24.941261521778426,5.6963333333333335,5.533,5.078049145902543,33,0.163333333333334,True,1080,1920,720,960,video_20260306_000804.mp4,20260306001127155.mp4,20260306000804,20260306001127155
PAIR_00068,34,4F_S034,emergency,4_feet,34,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/emergency/video_20260306_002130.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260306002251868.mp4,176,91,30.01978576789248,18.32460732984293,5.8628,4.966,11.695178438049544,85,0.8967999999999998,True,1080,1920,720,960,video_20260306_002130.mp4,20260306002251868.mp4,20260306002130,20260306002251868
PAIR_00069,1,4F_S001,fire,4_feet,1,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/fire/video_20260303_152143.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303152142836.mp4,174,137,30.19121100301912,24.94991804771444,5.7632666666666665,5.4910000000000005,5.241292955304679,37,0.272266666666666,True,2160,3840,720,960,video_20260303_152143.mp4,20260303152142836.mp4,20260303152143,20260303152142836
PAIR_00070,2,4F_S002,fire,4_feet,2,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/fire/video_20260303_155054.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303155054384.mp4,165,136,30.019224432616443,25.0,5.496477777777778,5.44,5.019224432616444,29,0.0564777777777774,True,1080,1920,720,960,video_20260303_155054.mp4,20260303155054384.mp4,20260303155054,20260303155054384
PAIR_00071,3,4F_S003,fire,4_feet,3,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/fire/video_20260303_160045.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303160044552.mp4,160,103,30.206410471555632,25.06082725060828,5.296888888888889,4.109999999999999,5.145583220947358,57,1.186888888888889,True,1080,1920,720,960,video_20260303_160045.mp4,20260303160044552.mp4,20260303160045,20260303160044552
PAIR_00072,4,4F_S004,fire,4_feet,4,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/fire/video_20260303_161000.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303160959429.mp4,164,135,30.201836664538625,25.08361204013378,5.430133333333333,5.382,5.118224624404846,29,0.0481333333333333,True,1080,1920,720,960,video_20260303_161000.mp4,20260303160959429.mp4,20260303161000,20260303160959429
PAIR_00073,5,4F_S005,fire,4_feet,5,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/fire/video_20260303_161312.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303161312196.mp4,167,132,30.01929383755628,24.99053388867853,5.563088888888889,5.282,5.028759948877742,35,0.2810888888888891,True,1080,1920,720,960,video_20260303_161312.mp4,20260303161312196.mp4,20260303161312,20260303161312196
PAIR_00074,6,4F_S006,fire,4_feet,6,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/fire/video_20260303_161558.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303161557681.mp4,187,133,30.17919231658923,24.948414931532547,6.196322222222222,5.331,5.230777385056683,54,0.8653222222222228,True,1080,1920,720,960,video_20260303_161558.mp4,20260303161557681.mp4,20260303161558,20260303161557681
PAIR_00076,8,4F_S008,fire,4_feet,8,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/fire/video_20260303_162946.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303162944412.mp4,133,115,30.24476275421898,25.09273401701942,4.397455555555556,4.583,5.152028737199558,18,0.185544444444444,True,1080,1920,720,960,video_20260303_162946.mp4,20260303162944412.mp4,20260303162946,20260303162944412
PAIR_00078,10,4F_S010,fire,4_feet,10,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/fire/video_20260303_163912.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303163912817.mp4,162,123,30.204095161544263,25.03561978424588,5.363511111111111,4.913,5.168475377298385,39,0.4505111111111111,True,1080,1920,720,960,video_20260303_163912.mp4,20260303163912817.mp4,20260303163912,20260303163912817
PAIR_00079,11,4F_S011,fire,4_feet,11,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/fire/video_20260303_164200.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303164159959.mp4,165,126,30.019224432616443,25.01488981536629,5.496477777777778,5.037,5.004334617250155,39,0.4594777777777779,True,1080,1920,720,960,video_20260303_164200.mp4,20260303164159959.mp4,20260303164200,20260303164159959
PAIR_00084,16,4F_S016,fire,4_feet,16,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/fire/video_20260303_235014.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303235026798.mp4,175,132,30.019269512048687,25.033187938554903,5.829588888888889,5.273,4.986081573493784,43,0.5565888888888892,True,1080,1920,720,960,video_20260303_235014.mp4,20260303235026798.mp4,20260303235014,20260303235026798
PAIR_00086,18,4F_S018,fire,4_feet,18,/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/fire/video_20260304_000604.mp4,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260304000736584.mp4,162,122,30.204095161544263,25.03077554370127,5.363511111111111,4.8740000000000006,5.173319617842992,40,0.4895111111111108,True,1080,1920,720,960,video_20260304_000604.mp4,20260304000736584.mp4,20260304000604,20260304000736584
