pair_id,subject_id,gesture,distance,modality,video_path,output_dir,status,frames_extracted,fps,duration_original_sec,trim_start_sec,trim_end_sec,duration_after_trim_sec,width,height
PAIR_00033,4F_S033,doctor,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260306000941213.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/doctor/4F_S033/PAIR_00033,success,87,24.94039977993765,5.453,1.0,1.0,3.4530000000000003,720,960
PAIR_00034,4F_S034,doctor,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/doctor/20260306002233707.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/doctor/4F_S034/PAIR_00034,success,87,25.022831050228312,5.475,1.0,1.0,3.4749999999999996,720,960
PAIR_00035,4F_S001,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303154803921.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S001/PAIR_00035,success,94,25.051831375259155,5.788,1.0,1.0,3.7880000000000003,720,960
PAIR_00036,4F_S002,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303155314602.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S002/PAIR_00036,success,86,25.022831050228312,5.475,1.0,1.0,3.4749999999999996,720,960
PAIR_00037,4F_S003,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303160356439.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S003/PAIR_00037,success,82,24.99053388867853,5.282,1.0,1.0,3.282,720,960
PAIR_00038,4F_S004,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303161209729.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S004/PAIR_00038,success,70,25.036511579386605,4.793,1.0,1.0,2.793,720,960
PAIR_00039,4F_S005,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303161440828.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S005/PAIR_00039,success,91,25.00886839304718,5.638,1.0,1.0,3.638,720,960
PAIR_00040,4F_S006,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303161749120.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S006/PAIR_00040,success,69,25.052192066805844,4.79,1.0,1.0,2.79,720,960
PAIR_00041,4F_S007,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303162800662.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S007/PAIR_00041,success,81,24.966391396197427,5.207,1.0,1.0,3.207,720,960
PAIR_00042,4F_S008,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303163109768.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S008/PAIR_00042,success,76,25.069088037899725,5.066,1.0,1.0,3.066,720,960
PAIR_00043,4F_S009,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303163529363.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S009/PAIR_00043,success,72,24.948453608247423,4.85,1.0,1.0,2.8499999999999996,720,960
PAIR_00044,4F_S010,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303164018073.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S010/PAIR_00044,success,78,25.01465702560094,5.117,1.0,1.0,3.117,720,960
PAIR_00045,4F_S011,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303164431521.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S011/PAIR_00045,success,69,25.010508617065994,4.758,1.0,1.0,2.758,720,960
PAIR_00046,4F_S012,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303164946309.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S012/PAIR_00046,success,51,25.030978934324658,4.035,1.0,1.0,2.035,720,960
PAIR_00047,4F_S013,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303165159437.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S013/PAIR_00047,success,64,25.0,4.56,1.0,1.0,2.5599999999999996,720,960
PAIR_00048,4F_S014,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303165410606.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S014/PAIR_00048,success,64,25.005435964340073,4.599,1.0,1.0,2.599,720,960
PAIR_00049,4F_S015,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303165620924.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S015/PAIR_00049,success,76,25.069088037899725,5.066,1.0,1.0,3.066,720,960
PAIR_00050,4F_S016,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260303235305215.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S016/PAIR_00050,success,72,25.03077554370127,4.874,1.0,1.0,2.8739999999999997,720,960
PAIR_00051,4F_S017,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304000158951.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S017/PAIR_00051,success,84,24.995336690915874,5.361,1.0,1.0,3.3609999999999998,720,960
PAIR_00052,4F_S018,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304000823471.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S018/PAIR_00052,success,92,25.01321120310023,5.677,1.0,1.0,3.6769999999999996,720,960
PAIR_00053,4F_S019,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304001715643.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S019/PAIR_00053,success,62,25.022341376228777,4.476,1.0,1.0,2.476,720,960
PAIR_00054,4F_S020,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304002605652.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S020/PAIR_00054,success,105,25.032299741602067,6.192,1.0,1.0,4.192,720,960
PAIR_00055,4F_S021,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304003032993.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S021/PAIR_00055,success,86,25.027603974972397,5.434,1.0,1.0,3.434,720,960
PAIR_00056,4F_S022,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304003542679.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S022/PAIR_00056,success,90,24.92826398852224,5.576,1.0,1.0,3.5759999999999996,720,960
PAIR_00057,4F_S023,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304004020055.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S023/PAIR_00057,success,71,25.00512400081984,4.879,1.0,1.0,2.8789999999999996,720,960
PAIR_00058,4F_S024,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304004440022.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S024/PAIR_00058,success,82,25.037650602409638,5.312,1.0,1.0,3.3120000000000003,720,960
PAIR_00059,4F_S025,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304005007434.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S025/PAIR_00059,success,91,25.00886839304718,5.638,1.0,1.0,3.638,720,960
PAIR_00060,4F_S026,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304005501059.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S026/PAIR_00060,success,85,24.939512376698307,5.373,1.0,1.0,3.373,720,960
PAIR_00061,4F_S027,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260304010215347.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S027/PAIR_00061,success,84,25.0,5.4,1.0,1.0,3.4000000000000004,720,960
PAIR_00062,4F_S028,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260305234137222.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S028/PAIR_00062,success,87,24.995405256386693,5.441,1.0,1.0,3.441,720,960
PAIR_00063,4F_S029,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260305234714107.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S029/PAIR_00063,success,74,25.035049068696175,4.993,1.0,1.0,2.9930000000000003,720,960
PAIR_00064,4F_S030,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260305235344344.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S030/PAIR_00064,success,66,19.012797074954296,5.47,1.0,1.0,3.4699999999999998,720,960
PAIR_00065,4F_S031,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260305235943727.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S031/PAIR_00065,success,91,25.01321120310023,5.677,1.0,1.0,3.6769999999999996,720,960
PAIR_00066,4F_S032,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260306000106411.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S032/PAIR_00066,success,90,25.01340003573343,5.597,1.0,1.0,3.5970000000000004,720,960
PAIR_00067,4F_S033,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260306001127155.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S033/PAIR_00067,success,89,24.941261521778422,5.533,1.0,1.0,3.5330000000000004,720,960
PAIR_00068,4F_S034,emergency,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/emergency/20260306002251868.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/emergency/4F_S034/PAIR_00068,success,75,18.32460732984293,4.966,1.0,1.0,2.966,720,960
PAIR_00069,4F_S001,fire,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303152142836.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/fire/4F_S001/PAIR_00069,success,88,24.94991804771444,5.491,1.0,1.0,3.4909999999999997,720,960
PAIR_00070,4F_S002,fire,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303155054384.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/fire/4F_S002/PAIR_00070,success,86,25.0,5.44,1.0,1.0,3.4400000000000004,720,960
PAIR_00071,4F_S003,fire,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303160044552.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/fire/4F_S003/PAIR_00071,success,52,25.060827250608273,4.11,1.0,1.0,2.1100000000000003,720,960
PAIR_00072,4F_S004,fire,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303160959429.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/fire/4F_S004/PAIR_00072,success,83,25.08361204013378,5.382,1.0,1.0,3.3819999999999997,720,960
PAIR_00073,4F_S005,fire,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303161312196.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/fire/4F_S005/PAIR_00073,success,83,24.99053388867853,5.282,1.0,1.0,3.282,720,960
PAIR_00074,4F_S006,fire,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303161557681.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/fire/4F_S006/PAIR_00074,success,84,24.948414931532547,5.331,1.0,1.0,3.3310000000000004,720,960
PAIR_00075,4F_S007,fire,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303162631598.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/fire/4F_S007/PAIR_00075,success,67,25.026511134676564,4.715,1.0,1.0,2.715,720,960
PAIR_00076,4F_S008,fire,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303162944412.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/fire/4F_S008/PAIR_00076,success,65,25.09273401701942,4.583,1.0,1.0,2.583,720,960
PAIR_00077,4F_S009,fire,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303163349207.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/fire/4F_S009/PAIR_00077,success,84,24.99530163503101,5.321,1.0,1.0,3.3209999999999997,720,960
PAIR_00078,4F_S010,fire,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303163912817.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/fire/4F_S010/PAIR_00078,success,72,25.035619784245878,4.913,1.0,1.0,2.9130000000000003,720,960
PAIR_00079,4F_S011,fire,4_feet,NIR,/data/Sajjan_Singh/gesture_recognition/data/raw/NIR/nir/4_feet/fire/20260303164159959.mp4,/data/Sajjan_Singh/gesture_recognition/data/processed/frames_trimmed/NIR/4_feet/fire/4F_S011/PAIR_00079,success,76,25.01488981536629,5.037,1.0,1.0,3.037,720,960
