video_path,filename,suffix,modality,distance,gesture,subject_id,capture_id,file_stem,fps,num_frames,width,height,duration_sec,is_readable,sample_id
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260303_164404.mp4,video_20260303_164404.mp4,.mp4,RGB,4_feet,doctor,,TS_20260303164404,video_20260303_164404,30.195322290660567,170,1080,1920,5.630011111111111,True,None__doctor__4_feet__TS_20260303164404
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260303_164912.mp4,video_20260303_164912.mp4,.mp4,RGB,4_feet,doctor,,TS_20260303164912,video_20260303_164912,30.019785767892476,176,1080,1920,5.8628,True,None__doctor__4_feet__TS_20260303164912
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260303_165126.mp4,video_20260303_165126.mp4,.mp4,RGB,4_feet,doctor,,TS_20260303165126,video_20260303_165126,30.019358889392723,153,1080,1920,5.096711111111111,True,None__doctor__4_feet__TS_20260303165126
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260303_165336.mp4,video_20260303_165336.mp4,.mp4,RGB,4_feet,doctor,,TS_20260303165336,video_20260303_165336,30.019310667680966,171,1080,1920,5.6963333333333335,True,None__doctor__4_feet__TS_20260303165336
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260303_165533.mp4,video_20260303_165533.mp4,.mp4,RGB,4_feet,doctor,,TS_20260303165533,video_20260303_165533,30.204095161544263,162,1080,1920,5.363511111111111,True,None__doctor__4_feet__TS_20260303165533
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260303_235146.mp4,video_20260303_235146.mp4,.mp4,RGB,4_feet,doctor,,TS_20260303235146,video_20260303_235146,30.019259668389395,186,1080,1920,6.196022222222222,True,None__doctor__4_feet__TS_20260303235146
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260303_235926.mp4,video_20260303_235926.mp4,.mp4,RGB,4_feet,doctor,,TS_20260303235926,video_20260303_235926,30.19121100301912,174,1080,1920,5.7632666666666665,True,None__doctor__4_feet__TS_20260303235926
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260304_000635.mp4,video_20260304_000635.mp4,.mp4,RGB,4_feet,doctor,,TS_20260304000635,video_20260304_000635,30.019302352202796,169,1080,1920,5.629711111111111,True,None__doctor__4_feet__TS_20260304000635
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260304_001520.mp4,video_20260304_001520.mp4,.mp4,RGB,4_feet,doctor,,TS_20260304001520,video_20260304_001520,30.019224432616443,165,1080,1920,5.496477777777778,True,None__doctor__4_feet__TS_20260304001520
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260304_002311.mp4,video_20260304_002311.mp4,.mp4,RGB,4_feet,doctor,,TS_20260304002311,video_20260304_002311,30.019224432616443,165,1080,1920,5.496477777777778,True,None__doctor__4_feet__TS_20260304002311
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260304_002757.mp4,video_20260304_002757.mp4,.mp4,RGB,4_feet,doctor,,TS_20260304002757,video_20260304_002757,30.195322290660567,170,1080,1920,5.630011111111111,True,None__doctor__4_feet__TS_20260304002757
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260304_003212.mp4,video_20260304_003212.mp4,.mp4,RGB,4_feet,doctor,,TS_20260304003212,video_20260304_003212,30.201836664538625,164,1080,1920,5.430133333333333,True,None__doctor__4_feet__TS_20260304003212
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260304_003807.mp4,video_20260304_003807.mp4,.mp4,RGB,4_feet,doctor,,TS_20260304003807,video_20260304_003807,30.019293837556273,167,1080,1920,5.563088888888889,True,None__doctor__4_feet__TS_20260304003807
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260304_004221.mp4,video_20260304_004221.mp4,.mp4,RGB,4_feet,doctor,,TS_20260304004221,video_20260304_004221,30.019329216120525,161,1080,1920,5.363211111111111,True,None__doctor__4_feet__TS_20260304004221
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260304_004747.mp4,video_20260304_004747.mp4,.mp4,RGB,4_feet,doctor,,TS_20260304004747,video_20260304_004747,30.019337610116946,163,1080,1920,5.429833333333334,True,None__doctor__4_feet__TS_20260304004747
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260304_005227.mp4,video_20260304_005227.mp4,.mp4,RGB,4_feet,doctor,,TS_20260304005227,video_20260304_005227,30.18829308227589,177,1080,1920,5.8632,True,None__doctor__4_feet__TS_20260304005227
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260304_010025.mp4,video_20260304_010025.mp4,.mp4,RGB,4_feet,doctor,,TS_20260304010025,video_20260304_010025,29.963584629032624,161,1080,1920,5.3731888888888895,True,None__doctor__4_feet__TS_20260304010025
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260305_233938.mp4,video_20260305_233938.mp4,.mp4,RGB,4_feet,doctor,,TS_20260305233938,video_20260305_233938,30.201836664538625,164,1080,1920,5.430133333333333,True,None__doctor__4_feet__TS_20260305233938
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260305_234525.mp4,video_20260305_234525.mp4,.mp4,RGB,4_feet,doctor,,TS_20260305234525,video_20260305_234525,30.206410471555632,160,1080,1920,5.296888888888889,True,None__doctor__4_feet__TS_20260305234525
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260305_235157.mp4,video_20260305_235157.mp4,.mp4,RGB,4_feet,doctor,,TS_20260305235157,video_20260305_235157,30.206410471555632,160,1080,1920,5.296888888888889,True,None__doctor__4_feet__TS_20260305235157
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260305_235749.mp4,video_20260305_235749.mp4,.mp4,RGB,4_feet,doctor,,TS_20260305235749,video_20260305_235749,30.201836664538625,164,1080,1920,5.430133333333333,True,None__doctor__4_feet__TS_20260305235749
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260306_000213.mp4,video_20260306_000213.mp4,.mp4,RGB,4_feet,doctor,,TS_20260306000213,video_20260306_000213,30.199571869523297,166,1080,1920,5.496766666666667,True,None__doctor__4_feet__TS_20260306000213
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260306_000744.mp4,video_20260306_000744.mp4,.mp4,RGB,4_feet,doctor,,TS_20260306000744,video_20260306_000744,30.197421635493953,168,1080,1920,5.563388888888889,True,None__doctor__4_feet__TS_20260306000744
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Doctor/video_20260306_002109.mp4,video_20260306_002109.mp4,.mp4,RGB,4_feet,doctor,,TS_20260306002109,video_20260306_002109,30.019259668389395,186,1080,1920,6.196022222222222,True,None__doctor__4_feet__TS_20260306002109
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_154804.mp4,video_20260303_154804.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303154804,video_20260303_154804,30.019293837556273,167,1080,1920,5.563088888888889,True,None__emergency__4_feet__TS_20260303154804
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_155314.mp4,video_20260303_155314.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303155314,video_20260303_155314,30.01923106990416,192,1080,1920,6.3959,True,None__emergency__4_feet__TS_20260303155314
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_160356.mp4,video_20260303_160356.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303160356,video_20260303_160356,30.204095161544263,162,1080,1920,5.363511111111111,True,None__emergency__4_feet__TS_20260303160356
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_161209.mp4,video_20260303_161209.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303161209,video_20260303_161209,30.197421635493953,168,1080,1920,5.563388888888889,True,None__emergency__4_feet__TS_20260303161209
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_161440.mp4,video_20260303_161440.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303161440,video_20260303_161440,30.019259668389395,186,1080,1920,6.196022222222222,True,None__emergency__4_feet__TS_20260303161440
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_161749.mp4,video_20260303_161749.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303161749,video_20260303_161749,30.019293837556273,167,1080,1920,5.563088888888889,True,None__emergency__4_feet__TS_20260303161749
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_162801.mp4,video_20260303_162801.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303162801,video_20260303_162801,30.019329216120525,161,1080,1920,5.363211111111111,True,None__emergency__4_feet__TS_20260303162801
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_163109.mp4,video_20260303_163109.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303163109,video_20260303_163109,30.019224432616443,165,1080,1920,5.496477777777778,True,None__emergency__4_feet__TS_20260303163109
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_163529.mp4,video_20260303_163529.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303163529,video_20260303_163529,30.019337610116946,163,1080,1920,5.429833333333334,True,None__emergency__4_feet__TS_20260303163529
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_164018.mp4,video_20260303_164018.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303164018,video_20260303_164018,30.019302352202796,169,1080,1920,5.629711111111111,True,None__emergency__4_feet__TS_20260303164018
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_164431.mp4,video_20260303_164431.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303164431,video_20260303_164431,30.204095161544263,162,1080,1920,5.363511111111111,True,None__emergency__4_feet__TS_20260303164431
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_164946.mp4,video_20260303_164946.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303164946,video_20260303_164946,30.019424333392195,136,1080,1920,4.5304,True,None__emergency__4_feet__TS_20260303164946
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_165159.mp4,video_20260303_165159.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303165159,video_20260303_165159,30.267403757160366,121,1080,1920,3.9977,True,None__emergency__4_feet__TS_20260303165159
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_165410.mp4,video_20260303_165410.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303165410,video_20260303_165410,30.21378542108556,154,1080,1920,5.097011111111111,True,None__emergency__4_feet__TS_20260303165410
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_224933.mp4,video_20260303_224933.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303224933,video_20260303_224933,29.9961788307222,157,1080,1920,5.234,True,None__emergency__4_feet__TS_20260303224933
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260303_235254.mp4,video_20260303_235254.mp4,.mp4,RGB,4_feet,emergency,,TS_20260303235254,video_20260303_235254,30.019337610116946,163,1080,1920,5.429833333333334,True,None__emergency__4_feet__TS_20260303235254
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260304_000008.mp4,video_20260304_000008.mp4,.mp4,RGB,4_feet,emergency,,TS_20260304000008,video_20260304_000008,30.019350221334722,151,1080,1920,5.030088888888889,True,None__emergency__4_feet__TS_20260304000008
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260304_000702.mp4,video_20260304_000702.mp4,.mp4,RGB,4_feet,emergency,,TS_20260304000702,video_20260304_000702,30.019329216120525,161,1080,1920,5.363211111111111,True,None__emergency__4_feet__TS_20260304000702
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260304_001544.mp4,video_20260304_001544.mp4,.mp4,RGB,4_feet,emergency,,TS_20260304001544,video_20260304_001544,30.197421635493953,168,1080,1920,5.563388888888889,True,None__emergency__4_feet__TS_20260304001544
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260304_002337.mp4,video_20260304_002337.mp4,.mp4,RGB,4_feet,emergency,,TS_20260304002337,video_20260304_002337,30.019320610959255,159,1080,1920,5.296588888888889,True,None__emergency__4_feet__TS_20260304002337
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260304_002822.mp4,video_20260304_002822.mp4,.mp4,RGB,4_feet,emergency,,TS_20260304002822,video_20260304_002822,30.017492207689372,139,1080,1920,4.630633333333334,True,None__emergency__4_feet__TS_20260304002822
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260304_003237.mp4,video_20260304_003237.mp4,.mp4,RGB,4_feet,emergency,,TS_20260304003237,video_20260304_003237,30.019293837556273,167,1080,1920,5.563088888888889,True,None__emergency__4_feet__TS_20260304003237
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260304_003834.mp4,video_20260304_003834.mp4,.mp4,RGB,4_feet,emergency,,TS_20260304003834,video_20260304_003834,30.019329216120525,161,1080,1920,5.363211111111111,True,None__emergency__4_feet__TS_20260304003834
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260304_004245.mp4,video_20260304_004245.mp4,.mp4,RGB,4_feet,emergency,,TS_20260304004245,video_20260304_004245,30.201836664538625,164,1080,1920,5.430133333333333,True,None__emergency__4_feet__TS_20260304004245
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260304_004833.mp4,video_20260304_004833.mp4,.mp4,RGB,4_feet,emergency,,TS_20260304004833,video_20260304_004833,30.204095161544263,162,1080,1920,5.363511111111111,True,None__emergency__4_feet__TS_20260304004833
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260304_005257.mp4,video_20260304_005257.mp4,.mp4,RGB,4_feet,emergency,,TS_20260304005257,video_20260304_005257,30.195322290660567,170,1080,1920,5.630011111111111,True,None__emergency__4_feet__TS_20260304005257
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260304_010051.mp4,video_20260304_010051.mp4,.mp4,RGB,4_feet,emergency,,TS_20260304010051,video_20260304_010051,29.96287618485273,159,1080,1920,5.306566666666667,True,None__emergency__4_feet__TS_20260304010051
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260305_234006.mp4,video_20260305_234006.mp4,.mp4,RGB,4_feet,emergency,,TS_20260305234006,video_20260305_234006,30.019320610959255,159,1080,1920,5.296588888888889,True,None__emergency__4_feet__TS_20260305234006
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260305_234547.mp4,video_20260305_234547.mp4,.mp4,RGB,4_feet,emergency,,TS_20260305234547,video_20260305_234547,30.201836664538625,164,1080,1920,5.430133333333333,True,None__emergency__4_feet__TS_20260305234547
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260305_235224.mp4,video_20260305_235224.mp4,.mp4,RGB,4_feet,emergency,,TS_20260305235224,video_20260305_235224,30.019302352202796,169,1080,1920,5.629711111111111,True,None__emergency__4_feet__TS_20260305235224
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260305_235810.mp4,video_20260305_235810.mp4,.mp4,RGB,4_feet,emergency,,TS_20260305235810,video_20260305_235810,30.019302352202796,169,1080,1920,5.629711111111111,True,None__emergency__4_feet__TS_20260305235810
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260306_000231.mp4,video_20260306_000231.mp4,.mp4,RGB,4_feet,emergency,,TS_20260306000231,video_20260306_000231,30.019337610116946,163,1080,1920,5.429833333333334,True,None__emergency__4_feet__TS_20260306000231
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260306_000804.mp4,video_20260306_000804.mp4,.mp4,RGB,4_feet,emergency,,TS_20260306000804,video_20260306_000804,30.019310667680966,171,1080,1920,5.6963333333333335,True,None__emergency__4_feet__TS_20260306000804
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Emergency/video_20260306_002130.mp4,video_20260306_002130.mp4,.mp4,RGB,4_feet,emergency,,TS_20260306002130,video_20260306_002130,30.019785767892476,176,1080,1920,5.8628,True,None__emergency__4_feet__TS_20260306002130
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_152143.mp4,video_20260303_152143.mp4,.mp4,RGB,4_feet,fire,,TS_20260303152143,video_20260303_152143,30.19121100301912,174,2160,3840,5.7632666666666665,True,None__fire__4_feet__TS_20260303152143
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_155054.mp4,video_20260303_155054.mp4,.mp4,RGB,4_feet,fire,,TS_20260303155054,video_20260303_155054,30.019224432616443,165,1080,1920,5.496477777777778,True,None__fire__4_feet__TS_20260303155054
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_160045.mp4,video_20260303_160045.mp4,.mp4,RGB,4_feet,fire,,TS_20260303160045,video_20260303_160045,30.206410471555632,160,1080,1920,5.296888888888889,True,None__fire__4_feet__TS_20260303160045
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_161000.mp4,video_20260303_161000.mp4,.mp4,RGB,4_feet,fire,,TS_20260303161000,video_20260303_161000,30.201836664538625,164,1080,1920,5.430133333333333,True,None__fire__4_feet__TS_20260303161000
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_161312.mp4,video_20260303_161312.mp4,.mp4,RGB,4_feet,fire,,TS_20260303161312,video_20260303_161312,30.019293837556273,167,1080,1920,5.563088888888889,True,None__fire__4_feet__TS_20260303161312
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_161558.mp4,video_20260303_161558.mp4,.mp4,RGB,4_feet,fire,,TS_20260303161558,video_20260303_161558,30.17919231658923,187,1080,1920,6.196322222222222,True,None__fire__4_feet__TS_20260303161558
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_162632.mp4,video_20260303_162632.mp4,.mp4,RGB,4_feet,fire,,TS_20260303162632,video_20260303_162632,30.019378706911738,142,1080,1920,4.730277777777778,True,None__fire__4_feet__TS_20260303162632
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_162946.mp4,video_20260303_162946.mp4,.mp4,RGB,4_feet,fire,,TS_20260303162946,video_20260303_162946,30.24476275421898,133,1080,1920,4.397455555555556,True,None__fire__4_feet__TS_20260303162946
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_163349.mp4,video_20260303_163349.mp4,.mp4,RGB,4_feet,fire,,TS_20260303163349,video_20260303_163349,30.204095161544263,162,1080,1920,5.363511111111111,True,None__fire__4_feet__TS_20260303163349
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_163912.mp4,video_20260303_163912.mp4,.mp4,RGB,4_feet,fire,,TS_20260303163912,video_20260303_163912,30.204095161544263,162,1080,1920,5.363511111111111,True,None__fire__4_feet__TS_20260303163912
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_164200.mp4,video_20260303_164200.mp4,.mp4,RGB,4_feet,fire,,TS_20260303164200,video_20260303_164200,30.019224432616443,165,1080,1920,5.496477777777778,True,None__fire__4_feet__TS_20260303164200
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_164826.mp4,video_20260303_164826.mp4,.mp4,RGB,4_feet,fire,,TS_20260303164826,video_20260303_164826,30.019224432616443,165,1080,1920,5.496477777777778,True,None__fire__4_feet__TS_20260303164826
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_165039.mp4,video_20260303_165039.mp4,.mp4,RGB,4_feet,fire,,TS_20260303165039,video_20260303_165039,30.225965146335362,145,1080,1920,4.7972,True,None__fire__4_feet__TS_20260303165039
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_165251.mp4,video_20260303_165251.mp4,.mp4,RGB,4_feet,fire,,TS_20260303165251,video_20260303_165251,30.019367333763718,155,1080,1920,5.163333333333333,True,None__fire__4_feet__TS_20260303165251
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_165453.mp4,video_20260303_165453.mp4,.mp4,RGB,4_feet,fire,,TS_20260303165453,video_20260303_165453,30.199571869523297,166,1080,1920,5.496766666666667,True,None__fire__4_feet__TS_20260303165453
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_235014.mp4,video_20260303_235014.mp4,.mp4,RGB,4_feet,fire,,TS_20260303235014,video_20260303_235014,30.019269512048687,175,1080,1920,5.829588888888889,True,None__fire__4_feet__TS_20260303235014
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260303_235842.mp4,video_20260303_235842.mp4,.mp4,RGB,4_feet,fire,,TS_20260303235842,video_20260303_235842,30.195322290660567,170,1080,1920,5.630011111111111,True,None__fire__4_feet__TS_20260303235842
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260304_000604.mp4,video_20260304_000604.mp4,.mp4,RGB,4_feet,fire,,TS_20260304000604,video_20260304_000604,30.204095161544263,162,1080,1920,5.363511111111111,True,None__fire__4_feet__TS_20260304000604
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260304_001439.mp4,video_20260304_001439.mp4,.mp4,RGB,4_feet,fire,,TS_20260304001439,video_20260304_001439,30.19121100301912,174,1080,1920,5.7632666666666665,True,None__fire__4_feet__TS_20260304001439
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260304_002235.mp4,video_20260304_002235.mp4,.mp4,RGB,4_feet,fire,,TS_20260304002235,video_20260304_002235,30.019337610116946,163,1080,1920,5.429833333333334,True,None__fire__4_feet__TS_20260304002235
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260304_002719.mp4,video_20260304_002719.mp4,.mp4,RGB,4_feet,fire,,TS_20260304002719,video_20260304_002719,30.019248010401572,157,1080,1920,5.229977777777778,True,None__fire__4_feet__TS_20260304002719
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260304_003132.mp4,video_20260304_003132.mp4,.mp4,RGB,4_feet,fire,,TS_20260304003132,video_20260304_003132,30.019329216120525,161,1080,1920,5.363211111111111,True,None__fire__4_feet__TS_20260304003132
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260304_003735.mp4,video_20260304_003735.mp4,.mp4,RGB,4_feet,fire,,TS_20260304003735,video_20260304_003735,30.208784765595126,158,1080,1920,5.230266666666666,True,None__fire__4_feet__TS_20260304003735
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260304_004140.mp4,video_20260304_004140.mp4,.mp4,RGB,4_feet,fire,,TS_20260304004140,video_20260304_004140,30.019337610116946,163,1080,1920,5.429833333333334,True,None__fire__4_feet__TS_20260304004140
/data/Sajjan_Singh/gesture_recognition/data/raw/RGB/4_feet/Fire/video_20260304_004708.mp4,video_20260304_004708.mp4,.mp4,RGB,4_feet,fire,,TS_20260304004708,video_20260304_004708,30.201836664538625,164,1080,1920,5.430133333333333,True,None__fire__4_feet__TS_20260304004708
